age,vintage,bottled,avp,size,price,name,bottling,bottler,loc/type
,1992.0,,61.00%,700,1885.89,Yamazaki Owner´s Cask,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
,1994.0,,60.00%,700,1872.5700000000002,Yamazaki Owner´s Cask,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
15.0,1978.0,1993.0,40.00%,750,142.08,Aberfeldy (US Import),"Whyte & Whyte Importers Ltd., Highlands Single Malt",Whyte & Whyte Importers Ltd., Highlands Single Malt
16.0,1979.0,1995.0,59.10%,700,122.10000000000001,Allt-a-Bhainne,"Cadenhead, Speyside Single Malt",Cadenhead, Speyside Single Malt
14.0,1979.0,1993.0,57.80%,700,173.16000000000003,Allt-a-Bhainne 108.2,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society, Speyside Single Malt
18.0,1974.0,1992.0,43.00%,700,879.1200000000001,Ardbeg,"Signatory Vintage, Islay Single Malt",Signatory Vintage, Islay Single Malt
19.0,1974.0,1993.0,43.00%,700,680.4300000000001,Ardbeg,"van Wees, Islay Single Malt",van Wees, Islay Single Malt
29.0,1975.0,2004.0,58.30%,700,1003.44,Ardbeg Old & Rare,"Douglas Laing, Islay Single Malt",Douglas Laing, Islay Single Malt
10.0,1990.0,2000.0,50.00%,700,113.22000000000001,Ardbeg The Old Malt Cask,"Douglas Laing, Islay Single Malt",Douglas Laing, Islay Single Malt
10.0,1991.0,2001.0,45.00%,700,293.04,Ardbeg Single Cask,"Samaroli, Islay Single Malt",Samaroli, Islay Single Malt
15.0,1992.0,2007.0,51.60%,700,149.85000000000002,Ardbeg Scott´s Selection,"Robert Scott & Co, Islay Single Malt",Robert Scott & Co, Islay Single Malt
26.0,1977.0,2003.0,45.00%,700,389.61,Ardmore 35th Anniversary,"Samaroli, Highlands Single Malt",Samaroli, Highlands Single Malt
26.0,1977.0,2003.0,58.10%,700,174.27,Ardmore Scott´s Selection,"Robert Scott & Co, Highlands Single Malt",Robert Scott & Co, Highlands Single Malt
23.0,1977.0,2000.0,58.10%,700,204.24,Ardmore,"Signatory Vintage, Highlands Single Malt",Signatory Vintage, Highlands Single Malt
21.0,1985.0,2006.0,54.60%,700,250.86,Ardmore 66.21,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society, Highlands Single Malt
15.0,2000.0,2015.0,54.10%,700,105.45,Arran Private Cask (Year of the Dragon),"Original Bottling, Islands Single Malt",Original Bottling, Islands Single Malt
9.0,2002.0,2011.0,61.30%,700,146.52,Arran 121.50,"Scotch Malt Whisky Society, Islands Single Malt",Scotch Malt Whisky Society, Islands Single Malt
26.0,1979.0,2005.0,46.00%,700,183.15,Auchroisk First Cask,"Direct Wines, Speyside Single Malt",Direct Wines, Speyside Single Malt
21.0,1985.0,2006.0,54.60%,700,159.84,Auchroisk 95.6,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society, Speyside Single Malt
14.0,1999.0,2013.0,55.50%,700,56.61000000000001,Auchroisk,"Morrison and MacKay, Speyside Single Malt",Morrison and MacKay, Speyside Single Malt
14.0,1974.0,1988.0,50.00%,750,582.75,Aultmore 20th Anniversary,"Samaroli, Speyside Single Malt",Samaroli, Speyside Single Malt
,1975.0,,40.00%,750,411.81000000000006,Balmenach Spirit of Scotland (US Import),"Speymalt Whisky Distributors Ltd., Speyside Single Malt",Speymalt Whisky Distributors Ltd., Speyside Single Malt
15.0,1980.0,1995.0,50.40%,700,214.23000000000002,Balvenie Single Barrel,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
25.0,1989.0,2014.0,47.80%,700,425.13000000000005,Balvenie Single Barrel,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
15.0,1992.0,2007.0,47.80%,700,156.51000000000002,Balvenie Single Barrel,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
17.0,1993.0,2010.0,46.00%,700,71.04,Ben Nevis First Cask,"Direct Wines, Highlands Single Malt",Direct Wines, Highlands Single Malt
12.0,1998.0,2010.0,46.00%,700,146.52,Ben Nevis Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
24.0,1987.0,2011.0,52.00%,700,202.02,BenRiach Cask Exclusive,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
9.0,1988.0,1997.0,40.00%,700,66.60000000000001,Benrinnes Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
8.0,2006.0,2014.0,45.00%,700,48.84,Benromach Chateau Cissac Wood Finish,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
12.0,1987.0,1999.0,40.00%,700,125.43,Bladnoch Connoisseurs Choice,"Gordon & MacPhail, Lowlands Single Malt",Gordon & MacPhail, Lowlands Single Malt
24.0,1990.0,2014.0,56.90%,700,199.8,Braeval 50.59,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society, Speyside Single Malt
25.0,1990.0,2015.0,56.50%,700,167.61,Bladnoch 50.69,"Scotch Malt Whisky Society, Lowlands Single Malt",Scotch Malt Whisky Society, Lowlands Single Malt
35.0,1970.0,2005.0,52.10%,700,872.46,Bowmore,"Signatory Vintage, Islay Single Malt",Signatory Vintage, Islay Single Malt
21.0,1971.0,1992.0,43.00%,750,905.7600000000001,Bowmore,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
14.0,1971.0,1985.0,57.70%,750,2200.02,Bowmore,"Sestante, Islay Single Malt",Sestante, Islay Single Malt
,1973.0,,43.00%,750,1163.2800000000002,Bowmore,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
24.0,1974.0,1998.0,46.00%,700,569.4300000000001,Bowmore First Cask,"Direct Wines, Islay Single Malt",Direct Wines, Islay Single Malt
22.0,1982.0,2004.0,51.00%,700,261.96000000000004,Bowmore,"Signatory Vintage, Islay Single Malt",Signatory Vintage, Islay Single Malt
12.0,1983.0,1995.0,60.40%,700,170.94000000000003,Bowmore,"Cadenhead, Islay Single Malt",Cadenhead, Islay Single Malt
9.0,1989.0,1998.0,58.90%,700,255.3,Bowmore 3.43,"Scotch Malt Whisky Society, Islay Single Malt",Scotch Malt Whisky Society, Islay Single Malt
8.0,1991.0,1999.0,45.00%,700,356.31000000000006,Bowmore Dreams,"Moon-Import, Islay Single Malt",Moon-Import, Islay Single Malt
14.0,2003.0,2017.0,56.10%,700,382.95000000000005,Bowmore Hand Filled,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
,1982.0,,43.00%,700,453.99000000000007,Brora Connoisseurs Choice (Old Style),"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail, Highlands Single Malt
9.0,2006.0,2015.0,61.00%,500,125.43,Bruichladdich Valinch (Dunlossit Farm),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
25.0,1988.0,2013.0,56.30%,700,240.87000000000003,Bunnahabhain Artist Collection,"La Maison du Whisky, Islay Single Malt",La Maison du Whisky, Islay Single Malt
11.0,1998.0,2009.0,53.40%,700,160.95000000000002,Bunnahabhain,"Adelphi, Islay Single Malt",Adelphi, Islay Single Malt
22.0,1967.0,1989.0,46.00%,750,1631.7,Caol Ila Duthie for Corti,"R. W. Duthie & Co., Islay Single Malt",R. W. Duthie & Co., Islay Single Malt
29.0,1980.0,2009.0,55.50%,700,205.35000000000002,Caol Ila,"Bladnoch Forum, Islay Single Malt",Bladnoch Forum, Islay Single Malt
33.0,1980.0,2013.0,46.00%,700,214.23000000000002,Caol Ila The Smokery,"Wemyss Malts, Islay Single Malt",Wemyss Malts, Islay Single Malt
21.0,1981.0,2002.0,46.00%,700,133.20000000000002,Caol Ila First Cask,"Direct Wines, Islay Single Malt",Direct Wines, Islay Single Malt
30.0,1982.0,2012.0,54.40%,700,458.43000000000006,Caol Ila Artist Collection,"La Maison du Whisky, Islay Single Malt",La Maison du Whisky, Islay Single Malt
22.0,1991.0,2013.0,46.00%,700,120.99000000000001,Caol Ila,"Mackillop's Choice, Islay Single Malt",Mackillop's Choice, Islay Single Malt
39.0,1972.0,2011.0,46.00%,700,436.23,Caperdonich Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
5.0,2008.0,2013.0,62.00%,700,566.1,Chichibu (Ichiro´s Malt),"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
11.0,1990.0,2001.0,54.80%,700,281.94,Clynelish 26.16,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society, Highlands Single Malt
20.0,1995.0,2015.0,53.60%,700,169.83,Clynelish,"Signatory Vintage, Highlands Single Malt",Signatory Vintage, Highlands Single Malt
,1969.0,,40.00%,700,453.99000000000007,Convalmore Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
22.0,1985.0,2007.0,46.00%,700,140.97,Cragganmore First Cask,"Direct Wines, Speyside Single Malt",Direct Wines, Speyside Single Malt
12.0,1988.0,2000.0,60.70%,700,169.83,Cragganmore 37.16,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society, Speyside Single Malt
24.0,1972.0,1996.0,52.40%,500,269.73,Craigellachie The Bottlers,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
16.0,1980.0,1996.0,60.40%,750,129.87,Craigellachie,"Cadenhead, Speyside Single Malt",Cadenhead, Speyside Single Malt
22.0,1992.0,2014.0,55.00%,700,134.31,Dailuaine,"Acorn, Speyside Single Malt",Acorn, Speyside Single Malt
19.0,1990.0,2009.0,46.00%,700,123.21000000000001,Dalmore First Cask,"Direct Wines, Highlands Single Malt",Direct Wines, Highlands Single Malt
15.0,1985.0,2000.0,58.20%,700,219.78000000000003,Dufftown 91.15,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society, Speyside Single Malt
10.0,1995.0,2005.0,46.00%,700,65.49000000000001,Edradour The Un-Chillfiltered Collection,"Signatory Vintage, Highlands Single Malt",Signatory Vintage, Highlands Single Malt
8.0,2003.0,2011.0,46.00%,700,69.93,Edradour Straight from the Cask (Sauternes Finish),"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
10.0,2003.0,2013.0,54.60%,700,176.49,Edradour Artist Collection,"La Maison du Whisky, Highlands Single Malt",La Maison du Whisky, Highlands Single Malt
21.0,1986.0,2007.0,46.00%,700,113.22000000000001,Glen Elgin First Cask,"Direct Wines, Speyside Single Malt",Direct Wines, Speyside Single Malt
27.0,1976.0,2003.0,58.70%,700,246.42000000000002,Glen Grant,"Signatory Vintage, Speyside Single Malt",Signatory Vintage, Speyside Single Malt
30.0,1977.0,2007.0,57.40%,700,255.3,Glen Grant,"Douglas Of Drumlanrig, Speyside Single Malt",Douglas Of Drumlanrig, Speyside Single Malt
11.0,1993.0,2004.0,58.90%,700,62.160000000000004,Glen Grant The Golden Cask,"The House of MacDuff, Speyside Single Malt",The House of MacDuff, Speyside Single Malt
21.0,1995.0,2016.0,43.00%,700,77.7,Glen Grant,"Signatory Vintage, Speyside Single Malt",Signatory Vintage, Speyside Single Malt
20.0,1992.0,2012.0,60.10%,700,199.8,Glen Keith Artist Collection,"La Maison du Whisky, Speyside Single Malt",La Maison du Whisky, Speyside Single Malt
20.0,1977.0,1997.0,58.30%,700,253.08,Glen Mhor,"Dun Eideann, Highlands Single Malt",Dun Eideann, Highlands Single Malt
26.0,1960.0,1986.0,43.00%,750,601.62,Glen Moray,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
9.0,1999.0,2008.0,59.50%,700,87.69000000000001,Glen Scotia Bond Reserve,"Cadenhead, Campbeltown Single Malt",Cadenhead, Campbeltown Single Malt
20.0,1995.0,2015.0,52.70%,700,107.67000000000002,Glen Spey,"Cadenhead, Speyside Single Malt",Cadenhead, Speyside Single Malt
10.0,1988.0,1998.0,46.00%,700,197.58,Glendronach,"Cadenhead, Highlands Single Malt",Cadenhead, Highlands Single Malt
23.0,1990.0,2013.0,52.80%,700,265.29,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
21.0,1991.0,2012.0,58.10%,700,254.19000000000003,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
20.0,1993.0,2013.0,53.00%,700,254.19000000000003,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
18.0,1994.0,2012.0,55.10%,700,167.61,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
10.0,2002.0,2012.0,55.60%,700,128.76000000000002,Glendronach Single Cask,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
40.0,1966.0,2006.0,44.00%,700,509.49000000000007,Glenfarclas Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
35.0,1968.0,2003.0,47.70%,700,941.2800000000001,Glenfarclas Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
37.0,1968.0,2005.0,51.40%,700,800.3100000000001,Glenfarclas Private Selection No.1,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
24.0,1973.0,1997.0,43.00%,700,389.61,Glenfarclas The Spirit of Independence,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
24.0,1977.0,2001.0,43.00%,700,309.69000000000005,Glenfarclas The Spirit of Independence,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
38.0,1978.0,2016.0,43.00%,700,517.26,Glenfarclas Cask Strength,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
19.0,1982.0,2001.0,43.00%,700,215.34000000000003,Glenfarclas The Spirit of Independence,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
12.0,1984.0,1996.0,57.00%,700,156.51000000000002,Glenfarclas 1.70,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society, Speyside Single Malt
8.0,2003.0,2011.0,46.00%,700,81.03,Glenfarclas Private Reserve,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
35.0,1967.0,2002.0,42.40%,700,850.2600000000001,Glenfiddich,"Cadenhead, Speyside Single Malt",Cadenhead, Speyside Single Malt
21.0,1993.0,2014.0,57.00%,700,662.6700000000001,Glenfiddich Single Cask,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
21.0,1973.0,1994.0,56.00%,700,301.92,Glenlivet,"Signatory Vintage, Speyside Single Malt",Signatory Vintage, Speyside Single Malt
32.0,1977.0,2009.0,44.80%,700,290.82000000000005,Glenlivet,"Whisky-Doris, Speyside Single Malt",Whisky-Doris, Speyside Single Malt
20.0,1996.0,2016.0,46.00%,700,101.01,Glenlivet The Un-Chillfiltered Collection,"Signatory Vintage, Speyside Single Malt",Signatory Vintage, Speyside Single Malt
20.0,1967.0,1987.0,46.00%,750,1246.5300000000002,Glenlochy,"Cadenhead, Highlands Single Malt",Cadenhead, Highlands Single Malt
26.0,1977.0,2003.0,45.00%,700,234.21,Glen Moray,"Samaroli, Speyside Single Malt",Samaroli, Speyside Single Malt
10.0,1999.0,2009.0,59.10%,700,241.98000000000002,Glenlossie Manager´s Choice,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
10.0,1984.0,1994.0,60.00%,750,358.53000000000003,Glenmorangie Cask Strength,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
10.0,1993.0,2003.0,46.00%,700,323.01000000000005,Glenmorangie Mount Everest,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
19.0,1997.0,2016.0,53.50%,700,145.41000000000003,Glenrothes,"Whiskybroker.co.uk, Speyside Single Malt",Whiskybroker.co.uk, Speyside Single Malt
25.0,1981.0,2006.0,46.00%,700,186.48000000000002,Glentauchers First Cask,"Direct Wines, Speyside Single Malt",Direct Wines, Speyside Single Malt
12.0,1993.0,2005.0,57.60%,700,111.00000000000001,Glenturret Limited Edition,"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
22.0,1991.0,2013.0,57.40%,700,1230.99,Hanyu 131.1,"Scotch Malt Whisky Society, Japan Single Malt",Scotch Malt Whisky Society, Japan Single Malt
8.0,1998.0,2006.0,58.70%,700,84.36000000000001,Hazelburn (Springbank Society),"Original Bottling, Campbeltown Single Malt",Original Bottling, Campbeltown Single Malt
8.0,2001.0,2009.0,55.70%,700,99.9,Hazelburn Bourbon Barrel (Springbank Society),"Original Bottling, Campbeltown Single Malt",Original Bottling, Campbeltown Single Malt
21.0,1957.0,1978.0,45.70%,750,2624.0400000000004,Highland Park Sherry Wood,"Cadenhead, Islands Single Malt",Cadenhead, Islands Single Malt
34.0,1974.0,2008.0,41.50%,700,1152.18,Highland Park Ambassador Cask (5th Release),"Original Bottling, Islands Single Malt",Original Bottling, Islands Single Malt
8.0,1988.0,1996.0,59.60%,700,291.93,Highland Park 4.51,"Scotch Malt Whisky Society, Islands Single Malt",Scotch Malt Whisky Society, Islands Single Malt
9.0,1988.0,1997.0,59.80%,700,482.85,Highland Park 4.56,"Scotch Malt Whisky Society, Islands Single Malt",Scotch Malt Whisky Society, Islands Single Malt
15.0,1997.0,2012.0,57.00%,700,179.82000000000002,Highland Park 4.168,"Scotch Malt Whisky Society, Islands Single Malt",Scotch Malt Whisky Society, Islands Single Malt
24.0,1982.0,2006.0,46.00%,700,156.51000000000002,Imperial First Cask,"Direct Wines, Speyside Single Malt",Direct Wines, Speyside Single Malt
18.0,1989.0,2007.0,59.00%,700,229.77,Inchgower Cars,"Moon-Import, Speyside Single Malt",Moon-Import, Speyside Single Malt
26.0,1976.0,2002.0,50.00%,700,227.55,Inchgower The Old Malt Cask,"Douglas Laing, Speyside Single Malt",Douglas Laing, Speyside Single Malt
19.0,1977.0,1996.0,55.00%,700,630.48,Inchgower,"Cadenhead, Speyside Single Malt",Cadenhead, Speyside Single Malt
26.0,1980.0,2006.0,53.40%,700,277.5,Inchgower,"Signatory Vintage, Speyside Single Malt",Signatory Vintage, Speyside Single Malt
12.0,1975.0,1987.0,40.00%,750,89.91000000000001,Inchmurrin (1980s),"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
29.0,1977.0,2006.0,55.70%,700,331.89000000000004,Inverleven,"Signatory Vintage, Lowlands Single Malt",Signatory Vintage, Lowlands Single Malt
16.0,1991.0,2007.0,46.50%,700,79.92,Jura Lochs and Castles of Scotland (Balmoral Castle),"High Spirits' Collection, Islands Single Malt",High Spirits' Collection, Islands Single Malt
34.0,1981.0,2015.0,59.80%,700,6656.670000000001,Karuizawa Samurai,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
4.0,2006.0,2010.0,59.90%,700,94.35000000000001,Kilchoman Private Cask,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
5.0,2008.0,2013.0,60.40%,700,96.57000000000001,Kilchoman Single Cask,"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
8.0,2004.0,2012.0,46.00%,700,87.69000000000001,Kilkerran Work in Progress (4th Edition),"Original Bottling, Campbeltown Single Malt",Original Bottling, Campbeltown Single Malt
12.0,1962.0,1974.0,43.00%,750,98.79,Knockando,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
25.0,1970.0,1995.0,43.00%,700,219.78000000000003,Knockando Extra Old Reserve,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
23.0,1970.0,1993.0,43.00%,750,213.12,Knockando Extra Old Reserve (US Import),"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
36.0,1975.0,2011.0,46.00%,700,496.17,Ladyburn Rare Ayrshire,"Signatory Vintage, Lowlands Single Malt",Signatory Vintage, Lowlands Single Malt
27.0,1973.0,2000.0,50.40%,700,754.8000000000001,Ladyburn Single Cask,"Original Bottling, Lowlands Single Malt",Original Bottling, Lowlands Single Malt
12.0,1988.0,2000.0,56.20%,700,298.59000000000003,Lagavulin Finest Collection,"Hart Brothers, Islay Single Malt",Hart Brothers, Islay Single Malt
15.0,1998.0,2013.0,60.10%,700,340.77000000000004,Laphroaig Artist Collection,"La Maison du Whisky, Islay Single Malt",La Maison du Whisky, Islay Single Malt
15.0,1998.0,2013.0,46.00%,700,146.52,Laphroaig The Un-Chillfiltered Collection,"Signatory Vintage, Islay Single Malt",Signatory Vintage, Islay Single Malt
16.0,1998.0,2014.0,46.00%,750,150.96,Laphroaig,"Signatory Vintage, Islay Single Malt",Signatory Vintage, Islay Single Malt
19.0,1979.0,1998.0,43.00%,700,134.31,Ledaig,"Original Bottling, Islands Single Malt",Original Bottling, Islands Single Malt
7.0,2005.0,2012.0,62.80%,700,102.12,Ledaig The Fishes of Samoa,"Archives, Islands Single Malt",Archives, Islands Single Malt
14.0,1998.0,2012.0,46.00%,700,64.38000000000001,Linkwood,"The Ultimate, Speyside Single Malt",The Ultimate, Speyside Single Malt
24.0,1988.0,2012.0,55.80%,700,231.99,Littlemill,"Edition Spirits, Lowlands Single Malt",Edition Spirits, Lowlands Single Malt
26.0,1988.0,2014.0,54.20%,700,291.93,Littlemill The Pearls of Scotland,"Gordon & Company, Lowlands Single Malt",Gordon & Company, Lowlands Single Malt
24.0,1990.0,2014.0,54.20%,700,283.05,Littlemill Rare & Old Selection,"Alambic Classique, Lowlands Single Malt",Alambic Classique, Lowlands Single Malt
22.0,1990.0,2012.0,54.10%,700,233.10000000000002,Littlemill,"Berry Bros & Rudd, Lowlands Single Malt",Berry Bros & Rudd, Lowlands Single Malt
22.0,1990.0,2012.0,46.00%,700,204.24,Littlemill,"Berry Bros & Rudd, Lowlands Single Malt",Berry Bros & Rudd, Lowlands Single Malt
20.0,1991.0,2011.0,54.60%,700,192.03000000000003,Littlemill,"Part des Anges, Lowlands Single Malt",Part des Anges, Lowlands Single Malt
24.0,1991.0,2015.0,53.00%,700,218.67000000000002,Littlemill The Pearls of Scotland,"Gordon & Company, Lowlands Single Malt",Gordon & Company, Lowlands Single Malt
20.0,1992.0,2012.0,46.00%,700,198.69000000000003,Littlemill Finest Collection,"Hart Brothers, Lowlands Single Malt",Hart Brothers, Lowlands Single Malt
21.0,1992.0,2013.0,53.00%,700,269.73,Littlemill,"Hart Brothers, Lowlands Single Malt",Hart Brothers, Lowlands Single Malt
30.0,1981.0,2011.0,46.00%,700,257.52000000000004,Lochside,"Berry Bros & Rudd, Highlands Single Malt",Berry Bros & Rudd, Highlands Single Malt
24.0,1981.0,2005.0,43.00%,700,305.25,Lochside Rare Old,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail, Highlands Single Malt
15.0,2001.0,2016.0,53.20%,700,195.36,Longrow (Springbank Society),"Original Bottling, Campbeltown Single Malt",Original Bottling, Campbeltown Single Malt
35.0,1940.0,1975.0,43.00%,700,23407.68,Macallan Fine and Rare,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
50.0,1949.0,1999.0,43.00%,700,21822.600000000002,Macallan Millennium,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
19.0,1959.0,1978.0,45.71%,750,4255.740000000001,Macallan,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
11.0,1959.0,,57.15%,750,4965.030000000001,Macallan 100 Proof (1970s),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail, Speyside Single Malt
30.0,1963.0,1993.0,54.70%,700,564.99,Macallan,"Cadenhead, Speyside Single Malt",Cadenhead, Speyside Single Malt
25.0,1967.0,1992.0,43.00%,700,2410.92,Macallan Anniversary Malt,"Original Bottling, Speyside Single Malt",Original Bottling, Speyside Single Malt
30.0,1968.0,1998.0,55.00%,700,1855.92,Macallan,"Signatory Vintage, Speyside Single Malt",Signatory Vintage, Speyside Single Malt
23.0,1969.0,1992.0,47.20%,700,426.24,Macallan,"Signatory Vintage, Speyside Single Malt",Signatory Vintage, Speyside Single Malt
19.0,1977.0,1996.0,43.00%,700,184.26000000000002,Macallan Finest Collection,"Hart Brothers, Speyside Single Malt",Hart Brothers, Speyside Single Malt
17.0,1989.0,2006.0,46.00%,700,230.88000000000002,Macallan,"Murray McDavid, Speyside Single Malt",Murray McDavid, Speyside Single Malt
19.0,1991.0,2010.0,43.00%,700,486.18000000000006,Macallan,"Glen Alba, Speyside Single Malt",Glen Alba, Speyside Single Malt
13.0,1991.0,2004.0,50.00%,700,134.31,Macallan,"Wilson & Morgan, Speyside Single Malt",Wilson & Morgan, Speyside Single Malt
,2012.0,,61.00%,700,452.88000000000005,Shinshu Mars Komagatake,"Original Bottling, Japan Single Malt",Original Bottling, Japan Single Malt
20.0,1966.0,1986.0,40.00%,750,580.5300000000001,Millburn Connoisseurs Choice,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail, Highlands Single Malt
18.0,1977.0,1995.0,43.00%,750,276.39000000000004,Millburn The Cooper´s Choice,"The Vintage Malt Whisky Co Ltd., Highlands Single Malt",The Vintage Malt Whisky Co Ltd., Highlands Single Malt
,1987.0,,56.40%,700,106.56,Miltonduff Scott´s Selection,"Robert Scott & Co, Speyside Single Malt",Robert Scott & Co, Speyside Single Malt
16.0,1989.0,2005.0,59.30%,700,794.7600000000001,Miyagikyo 124.2,"Scotch Malt Whisky Society, Japan Single Malt",Scotch Malt Whisky Society, Japan Single Malt
11.0,1989.0,2000.0,59.50%,700,394.05,Mortlach 76.26,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society, Speyside Single Malt
24.0,1975.0,1999.0,61.10%,700,287.49,Brechin,"Signatory Vintage, Highlands Single Malt",Signatory Vintage, Highlands Single Malt
23.0,1976.0,1999.0,61.30%,700,406.26000000000005,North Port 74.5,"Scotch Malt Whisky Society, Highlands Single Malt",Scotch Malt Whisky Society, Highlands Single Malt
12.0,2003.0,2015.0,61.10%,700,250.86,Port Charlotte Raw Cask,"Blackadder, Islay Single Malt",Blackadder, Islay Single Malt
10.0,2003.0,2013.0,50.00%,700,112.11000000000001,Port Charlotte,"Scott's Maiden, Islay Single Malt",Scott's Maiden, Islay Single Malt
12.0,2003.0,2015.0,56.20%,700,93.24000000000001,Port Charlotte,"Whiskybroker.co.uk, Islay Single Malt",Whiskybroker.co.uk, Islay Single Malt
7.0,2008.0,2015.0,61.00%,500,135.42000000000002,Port Charlotte Islay Starchmill Valinch (Feis Ile 2016),"Original Bottling, Islay Single Malt",Original Bottling, Islay Single Malt
11.0,1990.0,2001.0,58.60%,700,546.12,Rosebank 25.22,"Scotch Malt Whisky Society, Lowlands Single Malt",Scotch Malt Whisky Society, Lowlands Single Malt
25.0,1981.0,2006.0,60.00%,700,338.55,Lochnagar Roseisle Maltings (25th Anniversary),"Original Bottling, Highlands Single Malt",Original Bottling, Highlands Single Malt
11.0,1990.0,2001.0,46.00%,700,148.74,Scapa,"Gordon & MacPhail, Islands Single Malt",Gordon & MacPhail, Islands Single Malt
34.0,1974.0,2008.0,56.70%,700,964.59,Springbank,"Signatory Vintage, Campbeltown Single Malt",Signatory Vintage, Campbeltown Single Malt
,1987.0,,50.00%,750,341.88000000000005,Springbank Ageing Monography,"Samaroli, Campbeltown Single Malt",Samaroli, Campbeltown Single Malt
17.0,1990.0,2007.0,51.50%,700,174.27,Springbank (Springbank Society),"Original Bottling, Campbeltown Single Malt",Original Bottling, Campbeltown Single Malt
14.0,1992.0,2006.0,55.50%,700,152.07000000000002,Springbank Bourbon Cask (Springbank Society),"Original Bottling, Campbeltown Single Malt",Original Bottling, Campbeltown Single Malt
